PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_CATEGORY;REQUIREMENTS_ATTRIBUTES_OBJETIVE_ID;REQUIREMENTS_ATTRIBUTES_OBJETIVE_NAME;REQUIREMENTS_ATTRIBUTES_CHECK_SUMMARY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;sa-east-1;2026-05-11 11:38:15.308145;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;A.8 Technological controls;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;FAIL;IAM Access Analyzer in account 936102779352 is not enabled.;arn:aws:accessanalyzer:sa-east-1:936102779352:analyzer/unknown;accessanalyzer_enabled;False;analyzer/unknown;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;us-east-1;2026-05-11 11:38:15.308145;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;A.8 Technological controls;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;FAIL;IAM Access Analyzer in account 936102779352 is not enabled.;arn:aws:accessanalyzer:us-east-1:936102779352:analyzer/unknown;accessanalyzer_enabled;False;analyzer/unknown;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;us-east-2;2026-05-11 11:38:15.308145;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;A.8 Technological controls;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;FAIL;IAM Access Analyzer in account 936102779352 is not enabled.;arn:aws:accessanalyzer:us-east-2:936102779352:analyzer/unknown;accessanalyzer_enabled;False;analyzer/unknown;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;us-west-1;2026-05-11 11:38:15.308145;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;A.8 Technological controls;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;FAIL;IAM Access Analyzer in account 936102779352 is not enabled.;arn:aws:accessanalyzer:us-west-1:936102779352:analyzer/unknown;accessanalyzer_enabled;False;analyzer/unknown;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;us-west-2;2026-05-11 11:38:15.308145;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;A.8 Technological controls;A.8.3;Information Access Restriction;Access to information and other associated assets should be restricted in accordance with the established topic-specific policy on access control.;FAIL;IAM Access Analyzer in account 936102779352 is not enabled.;arn:aws:accessanalyzer:us-west-2:936102779352:analyzer/unknown;accessanalyzer_enabled;False;analyzer/unknown;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;us-east-1;2026-05-11 11:38:15.308145;A.5.5;Contact With Authorities;The organisation should establish and maintain contact with relevant authorities.;A.5 Organizational controls;A.5.5;Contact With Authorities;The organisation should establish and maintain contact with relevant authorities.;MANUAL;Login to the AWS Console. Choose your account name on the top right of the window -> My Account -> Contact Information.;arn:aws:iam::936102779352:root;account_maintain_current_contact_details;False;936102779352;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;us-east-1;2026-05-11 11:38:15.308145;A.5.6;Contact With Special Interest Groups;The organisation should establish and maintain contact with special interest groups or other specialist security forums and professional associations.;A.5 Organizational controls;A.5.6;Contact With Special Interest Groups;The organisation should establish and maintain contact with special interest groups or other specialist security forums and professional associations.;FAIL;SECURITY, BILLING and OPERATIONS contacts not found or they are not different between each other and between ROOT contact.;arn:aws:iam::936102779352:root;account_maintain_different_contact_details_to_security_billing_and_operations;False;936102779352;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;us-east-1;2026-05-11 11:38:15.308145;A.5.5;Contact With Authorities;The organisation should establish and maintain contact with relevant authorities.;A.5 Organizational controls;A.5.5;Contact With Authorities;The organisation should establish and maintain contact with relevant authorities.;MANUAL;Login to the AWS Console. Choose your account name on the top right of the window -> My Account -> Alternate Contacts -> Security Section.;arn:aws:iam::936102779352:root;account_security_contact_information_is_registered;False;936102779352;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;us-east-1;2026-05-11 11:38:15.308145;A.8.13;Information Backup;Backup copies of information, software and systems should be maintained and regularly tested in accordance with the agreed topic-specific policy on backup.;A.8 Technological controls;A.8.13;Information Backup;Backup copies of information, software and systems should be maintained and regularly tested in accordance with the agreed topic-specific policy on backup.;FAIL;No Backup Vault exist.;arn:aws:backup:us-east-1:936102779352:backup-vault;backup_vaults_exist;False;936102779352;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;ap-northeast-1;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:ap-northeast-1:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;ap-northeast-2;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:ap-northeast-2:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;ap-northeast-3;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:ap-northeast-3:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;ap-south-1;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:ap-south-1:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;ap-southeast-1;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:ap-southeast-1:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;ap-southeast-2;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:ap-southeast-2:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;ca-central-1;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:ca-central-1:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;eu-central-1;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:eu-central-1:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;eu-north-1;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:eu-north-1:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;eu-west-1;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:eu-west-1:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;936102779352;eu-west-2;2026-05-11 11:38:15.308145;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;A.8 Technological controls;A.8.15;Logging;Logs that record activities, exceptions, faults and other relevant events should be produced, stored, protected and analysed.;FAIL;Bedrock Model Invocation Logging is disabled.;arn:aws:bedrock:eu-west-2:936102779352:model-invocation-logging;bedrock_model_invocation_logging_enabled;False;model-invocation-logging;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
